Date,S&P 500,NASDAQ 100,Dow Jones,Russell 2000,MSCI World,Euro Stoxx 50,Nikkei 225,Shanghai Composite,FTSE 100,DAX,Hang Seng,KOSPI,ASX 200,CAC 40,S&P/TSX,Bovespa,Sensex,Nifty 50,IBEX 35,MOEX Russia,South Africa Top 40,KLCI,TSEC Weighted Index,Straits Times,NZ 50,Argentina Merval,Saudi Tadawul,Mexican IPC,Turkey BIST 100,Israel TA-125,Vietnam VN-Index,Philippine PSEi,Thailand SET,Indonesia Jakarta Composite,Colombia COLCAP,Chile IPSA,Peru S&P/BVL,Pakistan KSE 100,Bangladesh DSE General,UAE ADX General,Qatar QE Index
2021-03-19 00:00:00,3913.10009765625,12866.990234375,32627.970703125,2287.550048828125,110.26570892333984,3837.02001953125,29792.05078125,3404.659912109375,6708.7001953125,14621.0,28990.939453125,3039.530029296875,6708.2001953125,5997.9599609375,18854.0,116222.0,49858.23828125,14744.0,8493.0,3475.260009765625,,1626.18994140625,16070.240234375,3134.5400390625,12515.2197265625,48976.0,,47028.0390625,1529.0,,,,1563.9599609375,6356.16015625,,,22214.810546875,44901.30859375,,,
2021-03-22 00:00:00,3940.590087890625,13086.509765625,32731.19921875,2266.840087890625,110.74394989013672,3833.840087890625,29174.150390625,3443.43994140625,6726.10009765625,14657.2099609375,28885.33984375,3035.4599609375,6752.5,5968.47998046875,18815.099609375,114979.0,49771.2890625,14736.400390625,8343.5,3489.070068359375,,1616.72998046875,16189.2197265625,3128.080078125,12329.08984375,49186.0,,47225.44140625,1379.300048828125,,,,1566.3599853515625,6301.130859375,,,21967.51953125,45407.328125,,,
2021-03-23 00:00:00,3910.52001953125,13017.7900390625,32423.150390625,2185.68994140625,109.71246337890625,3827.02001953125,28995.919921875,3411.510009765625,6699.2001953125,14662.01953125,28497.380859375,3004.739990234375,6745.39990234375,5945.2998046875,18669.80078125,113262.0,50051.44140625,14814.75,8390.2998046875,3467.2099609375,,1595.2900390625,16177.58984375,3131.739990234375,12394.33984375,48615.0,,46659.1796875,1377.4000244140625,,,,1564.25,6252.7119140625,,,21528.830078125,,,,
2021-03-24 00:00:00,3889.139892578125,12798.8798828125,32420.060546875,2134.27001953125,109.11233520507812,3832.550048828125,28405.51953125,3367.06005859375,6712.89990234375,14610.3896484375,27918.140625,2996.35009765625,6778.7998046875,5947.2900390625,18628.30078125,112064.0,49180.30859375,14549.400390625,8443.7001953125,3485.330078125,,1602.4000244140625,16032.1201171875,3133.31005859375,12358.8798828125,,,46703.140625,1413.9000244140625,,,,1570.8299560546875,6156.14013671875,,,21497.130859375,45544.19140625,,,
2021-03-25 00:00:00,3909.52001953125,12780.509765625,32619.48046875,2183.1201171875,109.7406005859375,3832.570068359375,28729.880859375,3363.590087890625,6674.7998046875,14621.3603515625,27899.609375,3008.330078125,6790.60009765625,5952.41015625,18651.099609375,113750.0,48440.12109375,14324.900390625,8409.5,3439.300048828125,,1597.72998046875,16060.1396484375,3141.7099609375,12388.0595703125,46856.0,,47012.37109375,1394.4000244140625,,,,1571.0400390625,6122.8759765625,,,21254.369140625,45726.16015625,,,
2021-03-26 00:00:00,3974.5400390625,12979.1201171875,33072.87890625,2221.47998046875,111.1190414428711,3866.679931640625,29176.69921875,3418.326904296875,6740.60009765625,14748.9404296875,28336.4296875,3041.010009765625,6824.2001953125,5988.81005859375,18752.599609375,114781.0,49008.5,14507.2998046875,8498.2001953125,3489.830078125,,1601.4200439453125,16305.8798828125,3157.949951171875,12348.830078125,46441.0,,47379.19140625,1382.199951171875,,,,1574.8599853515625,6195.56201171875,,,21410.26953125,45521.62890625,,,
2021-03-29 00:00:00,3971.090087890625,12965.740234375,33171.37109375,2158.679931640625,110.96900939941406,3882.8701171875,29384.51953125,3435.300048828125,6736.2001953125,14817.7197265625,28338.30078125,3036.0400390625,6799.5,6015.509765625,18719.19921875,115419.0,,,8492.099609375,3529.330078125,,1611.280029296875,16475.970703125,3175.570068359375,12368.1298828125,47241.0,,47747.359375,1392.5999755859375,,,,1583.8900146484375,6166.81787109375,,,21404.9609375,44431.80078125,,,
2021-03-30 00:00:00,3958.550048828125,12896.5302734375,33066.9609375,2195.800048828125,110.72520446777344,3926.199951171875,29432.69921875,3456.679931640625,6772.10009765625,15008.6103515625,28577.5,3070.0,6738.39990234375,6088.0400390625,18705.599609375,116850.0,50136.578125,14845.099609375,8595.2001953125,3525.22998046875,,1609.18994140625,16554.900390625,3190.889892578125,12446.759765625,48091.0,,47905.0,1395.800048828125,,,,1589.530029296875,6071.44189453125,,,21478.830078125,44491.03125,,,
2021-03-31 00:00:00,3972.889892578125,13091.4404296875,32981.55078125,2220.52001953125,111.10964965820312,3919.2099609375,29178.80078125,3441.909912109375,6713.60009765625,15008.33984375,28378.349609375,3061.419921875,6790.7001953125,6067.22998046875,18700.69921875,116634.0,49509.1484375,14690.7001953125,8580.0,3541.719970703125,,1573.510009765625,16431.130859375,3165.340087890625,12560.7001953125,47982.0,,47246.26171875,1391.699951171875,,,,1587.2099609375,5985.52197265625,,,21371.849609375,44587.8515625,,,
2021-04-01 00:00:00,4019.8701171875,13329.51953125,33153.2109375,2253.89990234375,112.31929779052734,3945.9599609375,29388.869140625,3466.330078125,6737.2998046875,15107.169921875,28938.740234375,3087.39990234375,6828.7001953125,6102.9599609375,18990.30078125,115253.0,50029.828125,14867.349609375,8577.599609375,3527.5400390625,,1582.6400146484375,16571.279296875,3181.679931640625,12488.3095703125,,,,1426.5999755859375,,,,1595.1199951171875,6011.4560546875,,,,44428.1015625,,,
